Time,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15
1575107480000000000,90008728,90030752,90030700,90001948,89997036,89996048,89643804,89861216,89981956,90076080,89915204,90056360,89685872,89985304,89918860,90016228
1575107481000000000,89912292,89927588,89934192,89907516,89893900,89900416,89546856,89766220,89879932,89980628,89819212,89958504,89589108,89887088,89809408,89919352
1575107482000000000,89669232,89686424,89691660,89663496,89639872,89657948,89304512,89523656,89639096,89737892,89563652,89716756,89346824,89645168,89559628,89672004
1575107483000000000,89128424,89144740,89150224,89122680,89110784,89117380,88761836,88983212,89098280,89196736,89036548,89174384,88805452,89104408,89032776,89137036
1575107484000000000,89128548,89144740,89150224,89122680,89110784,89117380,88761836,88983212,89098288,89196736,89036548,89174344,88805452,89104408,89032828,89136536
1575107485000000000,89128548,89144740,89150224,89122680,89110784,89117380,88761840,88983336,89098288,89196736,89036548,89174352,88805452,89104408,89033628,89136660
1575107486000000000,89128592,89146100,89150224,89122680,89110784,89117428,88761484,88983336,89098136,89196736,89036548,89174352,88805452,89104408,89033628,89136660
1575107487000000000,89128592,89146224,89150224,89122680,89110784,89117140,88761504,88983336,89098136,89196736,89036548,89174412,88805388,89104408,89033628,89136660
1575107488000000000,89128592,89146192,89150192,89122416,89110784,89117260,88761504,88983308,89098648,89196736,89036548,89174412,88805452,89104408,89033628,89136536
1575107489000000000,89128592,89146192,89150192,89122368,89110784,89117732,88761508,88983308,89097772,89196736,89036548,89174608,88805452,89104408,89033628,89136684
1575107490000000000,89128592,89146316,89150192,89122368,89110784,89117732,88761868,88983308,89097524,89196736,89036548,89174608,88805464,89104408,89034128,89136916
1575107491000000000,89128592,89146316,89150192,89122368,89110784,89117552,88761868,88983308,89097080,89196736,89036548,89174608,88805464,89104408,89034128,89136884
1575107492000000000,89128592,89146316,89150192,89122400,89110784,89117552,88761836,88983308,89097688,89196736,89036548,89174608,88805496,89104408,89034128,89136916
1575107493000000000,89128588,89146316,89150192,89122400,89110784,89117552,88761836,88983308,89097688,89196736,89036548,89174608,88805496,89104408,89034144,89136964
1575107494000000000,89128588,89146316,89150192,89122400,89110784,89117552,88761836,88983308,89097688,89196736,89037432,89174720,88805496,89104532,89034144,89137212
1575107495000000000,89128720,89146316,89150668,89122400,89110784,89117552,88761836,88983308,89097688,89196736,89037556,89174920,88805496,89104532,89034192,89137312
1575107496000000000,89128720,89146316,89150712,89122400,89110784,89117552,88761836,88983272,89097688,89196736,89037556,89174920,88805496,89104532,89034192,89137312
1575107497000000000,89129004,89146316,89150712,89122400,89110784,89117552,88761836,88983804,89097688,89196736,89037896,89174872,88805496,89104532,89034192,89137312
1575107498000000000,89129072,89146316,89150960,89122400,89110784,89117552,88762204,88983928,89097936,89196736,89037896,89174872,88805620,89104532,89034224,89137280
1575107499000000000,89129012,89146316,89150952,89122400,89110784,89117552,88762252,88983928,89098060,89196736,89038020,89175200,88805868,89104532,89034192,89137312
1575107500000000000,89129012,89146316,89150952,89122608,89110784,89117776,88762252,88983928,89098184,89196736,89038020,89175200,88805992,89104532,89034192,89137452
1575107501000000000,89129012,89146316,89150952,89122608,89116512,89117776,88762220,88983928,89098184,89196736,89038020,89175200,88805992,89104532,89034336,89137452
1575107502000000000,89129012,89146316,89150992,89122608,89116512,89117776,88762352,88983928,89098184,89196736,89038144,89175200,88805992,89104532,89034336,89137452
1575107503000000000,89129012,89146316,89150992,89122732,89116512,89117776,88762352,88983928,89098308,89196736,89038144,89175304,88805992,89104532,89034336,89137452
1575107504000000000,89129076,89146332,89150992,89122920,89116856,89117776,88762476,88983928,89098308,89197252,89038268,89175304,88805992,89103744,89034336,89137452
1575107505000000000,89129200,89146332,89150992,89122920,89116856,89117776,88762508,88983936,89098308,89197252,89038268,89175304,88805992,89103744,89034336,89137460
1575107506000000000,89129200,89146332,89151188,89122888,89116864,89117800,88762508,88983936,89098412,89197252,89038288,89175304,88805992,89103900,89034336,89137608
1575107507000000000,89129200,89146332,89151252,89122888,89116928,89117800,88762564,88983936,89098412,89197252,89038288,89175348,88805992,89103900,89034320,89137608
1575107508000000000,89129200,89146332,89148132,89122888,89117052,89117800,88757832,88984288,89098412,89197252,89038288,89175348,88805992,89103900,89034320,89137552
1575107509000000000,89129200,89146332,89148132,89122888,89117052,89118900,88757832,88985124,89098412,89197252,89038288,89175360,88805992,89103900,89034416,89137628
1575107510000000000,89129200,89146360,89148132,89122988,89117176,89118900,88757832,88985496,89098412,89197252,89038288,89175360,88805992,89103868,89034416,89137628
1575107511000000000,89129412,89146360,89148132,89122988,89117176,89118836,88760084,88985604,89098348,89197128,89038288,89175484,88806000,89103868,89034416,89137780
1575107512000000000,89129412,89146360,89148132,89122952,89117364,89118836,88760084,88985604,89098348,89197128,89038288,89175476,88806000,89103868,89034556,89137780
1575107513000000000,89129412,89146360,89147892,89122952,89117420,89118836,88760100,88985852,89098348,89197128,89038288,89175476,88806000,89103884,89034556,89137852
1575107514000000000,89129412,89146360,89147892,89123032,89117420,89118836,88760100,88985852,89098348,89197128,89038288,89175476,88806000,89103912,89034820,89137804
1575107515000000000,89130132,89146360,89147892,89123032,89117420,89118836,88760100,88985852,89098348,89197128,89038344,89175520,88806000,89103912,89034820,89137804
1575107516000000000,89130132,89146360,89147892,89123208,89117676,89118836,88760100,88985852,89098348,89197636,89038344,89175520,88806000,89103912,89034820,89137804
1575107517000000000,89130132,89147376,89147892,89123208,89117928,89118836,88760100,88985852,89098348,89197636,89038344,89175488,88806000,89103912,89034864,89137920
1575107518000000000,89130132,89147376,89147892,89123208,89117928,89118836,88760100,88985852,89098348,89197388,89038344,89175488,88806000,89103912,89035148,89137796
1575107519000000000,89130132,89147376,89147892,89123208,89117928,89118836,88760100,88985852,89098348,89197388,89038344,89175644,88806000,89103912,89035148,89137796
1575107520000000000,89130132,89147376,89147892,89123224,89117928,89118836,88760100,88985852,89098348,89197388,89038344,89175644,88806000,89103912,89035180,89137796
1575107521000000000,89130132,89147376,89147904,89123224,89117944,89118836,88760240,88985852,89098348,89197388,89038344,89175644,88806000,89104036,89035180,89137796
1575107522000000000,89130284,89147376,89147904,89123224,89117944,89118836,88760332,88985976,89098348,89197388,89038344,89175644,88806000,89104036,89035180,89137932
1575107523000000000,89130284,89147376,89147916,89123224,89117944,89118836,88760456,88985980,89098348,89198032,89038344,89175644,88806000,89105616,89035448,89137932
1575107524000000000,89130284,89147376,89148040,89123404,89117944,89118836,88760456,88985980,89098348,89198032,89038344,89175784,88806000,89105616,89035540,89138056
1575107525000000000,89130284,89147376,89148040,89123404,89117944,89118836,88760488,88985980,89099380,89198132,89038344,89175784,88806000,89105616,89035588,89138056
1575107526000000000,89126664,89144752,89148040,89123404,89117944,89118836,88760612,88985980,89095912,89198008,89038852,89171156,88806000,89105632,89035588,89138120
1575107527000000000,89128660,89144752,89148040,89123404,89117944,89118836,88760612,88985980,89096000,89198356,89038852,89171660,88806000,89105632,89035588,89138120
1575107528000000000,89128584,89144640,89148040,89123404,89118084,89119344,88760616,88985980,89096348,89198604,89038852,89171660,88806000,89105632,89035620,89138088
1575107529000000000,89128592,89144936,89148040,89123724,89118084,89119344,88760616,88985980,89096348,89198728,89038852,89171660,88806000,89105632,89035696,89138116
1575107530000000000,89128720,89144936,89148040,89123724,89118084,89119344,88760616,88985980,89096348,89198728,89038852,89171660,88806116,89105632,89035696,89138116
1575107531000000000,89128844,89144936,89148288,89123568,89118084,89119344,88760656,88985980,89096348,89198728,89038852,89171660,88806116,89105632,89035696,89138172
1575107532000000000,89128844,89144936,89148288,89123568,89118084,89119344,88760656,88985980,89096348,89198728,89038852,89171660,88806116,89105632,89035744,89138172
1575107533000000000,89128844,89144936,89148288,89123636,89118084,89119344,88760656,88985980,89096348,89198728,89038852,89171660,88806116,89105632,89035804,89138220
1575107534000000000,89128844,89145056,89148288,89123636,89118084,89119344,88760700,88985996,89096444,89198728,89038820,89173256,88806116,89105696,89035772,89138172
1575107535000000000,89128844,89145152,89148288,89123636,89118084,89120408,88760700,88986220,89096444,89198728,89038820,89173484,88806116,89105696,89035772,89138296
1575107536000000000,89128844,89145748,89148288,89123852,89118084,89120516,88760856,88986220,89096692,89198728,89038820,89173768,88806116,89105696,89035772,89138296
1575107537000000000,89128844,89145632,89148304,89123820,89118084,89120548,88760996,88986220,89096692,89198728,89038820,89173760,88807336,89105696,89035756,89138296
1575107538000000000,89128844,89145880,89148304,89123820,89118084,89120548,88760932,88986220,89096692,89198728,89038820,89173760,88807460,89105696,89035756,89138276
1575107539000000000,89128844,89145880,89148304,89123820,89118084,89120548,88760892,88986220,89096692,89198728,89038820,89173728,88807532,89105696,89035756,89138276
1575107540000000000,89128844,89145880,89148304,89123732,89118084,89120548,88761016,88986220,89096692,89198728,89038820,89173852,88807656,89105696,89035772,89138324
1575107541000000000,89128844,89146004,89148304,89123732,89118084,89120516,88761008,88986220,89098240,89198728,89036668,89173820,88807656,89105820,89035772,89138432
1575107542000000000,89128844,89144224,89148304,89123760,89118084,89120516,88758712,88986228,89094720,89198728,89037504,89170628,88802432,89105820,89036024,89132728
1575107543000000000,89128844,89144224,89148304,89123800,89118084,89120516,88758424,88986228,89095004,89198824,89037892,89170628,88802620,89105820,89036024,89134244
