Time,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15
1575114276000000000,90467228,90478240,90472888,90450784,90457968,90449724,90091460,90322868,90441804,90523680,90353672,90513940,90131224,90429196,90374376,90464444
1575114277000000000,90187616,90199140,90192088,90171120,90214344,90203000,89847288,90081224,90180716,90253172,90102220,90283276,89886092,90155088,90121284,90217964
1575114278000000000,87123608,87136288,87131464,87104984,87116260,87065760,86696748,86916256,87089156,87179124,87016104,87171920,86785184,87086752,87034084,87060164
1575114279000000000,86698728,86716828,86705088,86799544,86742552,86453624,86342516,86311376,86719792,86752076,86612324,86797416,86113192,86658524,86637700,86710716
1575114280000000000,85071412,85090132,85083416,85016108,85121252,84671172,84715208,84520572,85080876,85123456,84988604,85169664,84316172,84879244,85012492,85080244
1575114281000000000,83436808,83455620,83454300,83388480,83492136,82885440,83080448,82728568,83433772,83492108,83361536,83542224,82515500,83088024,83381400,83445020
1575114282000000000,81287240,81821340,81824844,81761896,81866308,80836636,81443388,80685812,81790096,81279208,81731552,81795816,80552568,80854912,81751084,81806724
1575114283000000000,80786416,80793040,80794440,80762672,80772540,80723816,80357744,80580124,80754652,80840884,80677564,80830136,80441816,80742560,80692856,80721564
1575114284000000000,80383464,80395000,80394284,80366648,80376768,80324316,79959336,80178208,80349528,80438180,80276108,80433088,80047628,80344680,80297604,80323504
1575114285000000000,80000500,80014168,80010140,79988216,79991540,79949668,79583124,79797060,79966896,80055916,79892716,80052140,79666208,79967300,79916620,79947208
1575114286000000000,80000500,80014168,80010140,79988232,79992048,79945804,79583276,79797060,79966896,80055916,79892724,80052608,79666208,79967300,79916760,79947340
1575114287000000000,80000500,80014468,80010552,79988604,79992048,79945804,79583276,79797028,79966896,80055916,79892724,80053220,79666208,79967804,79916852,79948208
1575114288000000000,80000500,80015864,80011460,79988752,79992048,79945804,79583400,79797028,79966896,80056516,79892700,80053400,79666208,79967804,79917000,79948652
1575114289000000000,80000500,80016588,80013524,79989768,79992756,79945804,79583696,79797028,79966896,80056516,79893204,80053384,79667032,79967804,79917000,79948652
1575114290000000000,80000500,80016680,80013524,79989920,79993312,79945804,79584212,79797028,79967408,80056516,79893204,80053888,79668188,79967788,79917000,79948652
1575114291000000000,80000500,80016680,80013524,79989920,79994188,79945804,79584212,79797028,79967408,80056516,79893204,80053888,79669428,79967788,79917360,79948844
1575114292000000000,80000500,80016680,80013524,79990056,79994188,79945804,79584212,79797028,79967408,80056640,79893204,80054108,79669428,79967788,79917360,79948844
1575114293000000000,80000500,80016680,80013524,79990056,79994188,79945804,79584300,79797028,79967408,80057820,79893708,80054108,79669520,79968116,79917568,79948844
1575114294000000000,80001028,80016680,80013524,79990348,79994284,79946320,79584300,79797028,79967408,80058156,79893708,80054108,79669552,79968116,79917520,79948796
1575114295000000000,80001620,80017184,80013524,79990348,79994284,79946320,79584404,79797028,79967408,80059416,79893708,80054108,79670056,79969132,79917536,79948796
1575114296000000000,80002520,80017184,80013524,79990348,79994284,79946320,79584404,79797028,79967408,80059416,79893708,80054108,79670056,79969132,79917536,79948796
1575114297000000000,80002880,80017184,80013524,79990472,79994284,79946320,79584404,79797988,79967408,80059416,79893708,80054304,79670056,79969280,79917632,79948796
1575114298000000000,80002880,80017184,80013524,79990808,79994236,79946320,79584356,79799624,79967408,80059416,79893708,80054808,79670056,79969280,79917632,79948796
1575114299000000000,80002880,80017504,80013524,79990760,79994236,79946320,79584532,79800832,79967408,80059416,79893708,80054808,79670056,79969280,79917680,79948796
1575114300000000000,80003240,80017628,80013524,79990792,79994236,79946320,79584532,79800832,79967408,80059416,79893664,80054808,79670056,79969280,79917556,79948796
1575114301000000000,80003304,80017752,80014380,79990916,79994236,79946320,79584532,79800832,79967408,80059416,79895076,80055020,79670056,79969280,79917556,79949392
1575114302000000000,80003296,80016704,80014628,79991212,79994408,79946320,79584020,79800924,79967408,80059416,79896488,80055020,79668944,79969616,79917684,79949484
1575114303000000000,80000964,80016772,80014644,79991080,79992768,79942236,79581568,79798952,79966400,80057352,79895968,80054100,79669916,79968296,79916504,79946552
1575114304000000000,79998008,80015532,80013280,79989300,79988812,79940996,79580336,79797960,79965124,80056408,79892440,80052736,79666288,79967056,79912804,79945140
1575114305000000000,79997684,80015860,80013280,79989884,79989252,79940996,79580336,79797968,79966640,80056036,79892300,80053616,79666288,79967056,79912804,79945860
1575114306000000000,79997684,80016524,80013592,79989884,79989252,79941004,79580384,79797968,79967420,80056068,79892548,80053616,79666288,79967056,79913220,79946052
1575114307000000000,79997384,80016796,80015352,79989884,79989624,79941004,79580772,79798092,79967536,80056068,79892548,80053576,79666288,79967056,79913996,79946060
1575114308000000000,79997924,80016828,80015416,79989900,79989624,79941004,79580724,79798092,79967536,80056068,79892548,80053592,79666288,79967056,79914004,79946076
