Time,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15
1575087970000000000,90474732,90487840,90484780,90457188,90457324,90455016,90097068,90326356,90441420,90537908,90365624,90515728,90145544,90443080,90378576,90469236
1575087971000000000,90464468,90475564,90473396,90443996,90444896,90441568,90084516,90313424,90421280,90528120,90354784,90501176,90133320,90430740,90364964,90457956
1575087972000000000,88617976,88629748,88628204,88599024,88602004,88586016,88218276,88446144,88573008,88684404,88512912,88658648,88288512,88584352,88523316,88602440
1575087973000000000,87537948,87445856,87640376,87403036,87542536,87157492,86797328,87009400,87158792,87581208,87236788,87380580,86989996,87488376,87396968,87346308
1575087974000000000,85912152,85653172,85948684,85620660,85917824,85253228,84916048,84995384,85121072,85945672,85164848,85303792,84749964,85700368,85611672,85715580
1575087975000000000,85109900,85119472,85122408,85087324,85095668,85080784,84709556,84940648,85065964,85177976,85002440,85150240,84780376,85074620,85012084,85092640
1575087976000000000,84643352,84657088,84656484,84626740,84626348,84615760,84248060,84475496,84599792,84712776,84539628,84686272,84314264,84609168,84550952,84632096
1575087977000000000,84637436,84657104,84656484,84626308,84626348,84615760,84247936,84476264,84599804,84712776,84539628,84686240,84314264,84609168,84550952,84632112
1575087978000000000,84638064,84657104,84656988,84626624,84626348,84615760,84248440,84476264,84599804,84712776,84539628,84686240,84314264,84609168,84551816,84632112
1575087979000000000,84639060,84657608,84656988,84626880,84626348,84615760,84249232,84476264,84599804,84712776,84539628,84686240,84315284,84609168,84552396,84632372
1575087980000000000,84639564,84657608,84657208,84626880,84627472,84615760,84249264,84476264,84600816,84712776,84540380,84686460,84316208,84609168,84552364,84632364
1575087981000000000,84640124,84651652,84657760,84627720,84620344,84615760,84249264,84476776,84600816,84712776,84541372,84686492,84316836,84609168,84541596,84632364
1575087982000000000,84640240,84653172,84659020,84627824,84621332,84615760,84249352,84476776,84600816,84712776,84541872,84687504,84316940,84609168,84546936,84632396
1575087983000000000,84642764,84653384,84659176,84627948,84621360,84616272,84249556,84477280,84600816,84712776,84541872,84687504,84317000,84610552,84548156,84632900
1575087984000000000,84643432,84653384,84659176,84627948,84621368,84616272,84249556,84477280,84601824,84713280,84542188,84687584,84317016,84611260,84548168,84632900
1575087985000000000,84643784,84653384,84659176,84628192,84621376,84616272,84249556,84477280,84601824,84713280,84542312,84687584,84317096,84612032,84548184,84632900
1575087986000000000,84643784,84653384,84658552,84627324,84623704,84615188,84247696,84475700,84599684,84709000,84542188,84685420,84316724,84611412,84548076,84628944
1575087987000000000,84643660,84653392,84658552,84627688,84624476,84615544,84248380,84475700,84599684,84709000,84541816,84685420,84316724,84611412,84548708,84623188
1575087988000000000,84643660,84653392,84658552,84627812,84626968,84615544,84248576,84475700,84599684,84709508,84541816,84685544,84316724,84611704,84549088,84627020
1575087989000000000,84643660,84653904,84658552,84627764,84627584,84615544,84248760,84475700,84599684,84709508,84541692,84685600,84316848,84611704,84549120,84627132
1575087990000000000,84643660,84653904,84658552,84627764,84628104,84615544,84248792,84475700,84599684,84709508,84541692,84685600,84316724,84611928,84549120,84627296
1575087991000000000,84643660,84653904,84658552,84627820,84628104,84616224,84248824,84475700,84599684,84709508,84541692,84685600,84316724,84611928,84549560,84627420
1575087992000000000,84643660,84655052,84658552,84627884,84628152,84616288,84248856,84475700,84599684,84709508,84541740,84685600,84316724,84611960,84549488,84627996
1575087993000000000,84643660,84655136,84658676,84627884,84628152,84616596,84248856,84475800,84599684,84709508,84541740,84686104,84316724,84611960,84549456,84628012
1575087994000000000,84641024,84655140,84658676,84622248,84628664,84613588,84248732,84475800,84599684,84709508,84541740,84686112,84316848,84612248,84547160,84627392
1575087995000000000,84641100,84655644,84658708,84623320,84628788,84613588,84248904,84475800,84599512,84709508,84541740,84686112,84316352,84612784,84547284,84626896
1575087996000000000,84641100,84655644,84658708,84623444,84628788,84613712,84249276,84475800,84599676,84709508,84541740,84686112,84316352,84612956,84548192,84627020
1575087997000000000,84641148,84655644,84658708,84623444,84628972,84613712,84249276,84475800,84601376,84709508,84541740,84686244,84316384,84612956,84548316,84627208
1575087998000000000,84641148,84655644,84658832,84623444,84629420,84613712,84249228,84475800,84601376,84709508,84541740,84686244,84316384,84613152,84548316,84627208
1575087999000000000,84641148,84655644,84658832,84623396,84629936,84613712,84249336,84476304,84601376,84709508,84541740,84686304,84316384,84613276,84548284,84627712
1575088000000000000,84641148,84655644,84658832,84623396,84629936,84613744,84249368,84476304,84601500,84709508,84541740,84686304,84316384,84613416,84548468,84627712
1575088001000000000,84640936,84655748,84658832,84623460,84629936,84613744,84249344,84476304,84601504,84709508,84541740,84686304,84316384,84613416,84548444,84628052
1575088002000000000,84640976,84655136,84658816,84623476,84629936,84613744,84248816,84475732,84601504,84708896,84541740,84686412,84315764,84613460,84548444,84628132
1575088003000000000,84641876,84655012,84658816,84623360,84629936,84613744,84248788,84475732,84601132,84708896,84541740,84685824,84315764,84612996,84548180,84628204
1575088004000000000,84642144,84655188,84658816,84623392,84629936,84613744,84248788,84475732,84601132,84709400,84541740,84685824,84315764,84612872,84548304,84628204
1575088005000000000,84642192,84655188,84658816,84623424,84629936,84613744,84249392,84475732,84601132,84709400,84541740,84685932,84315764,84612872,84548428,84628408
1575088006000000000,84642084,84655480,84659332,84623480,84629936,84613868,84249424,84475732,84601212,84709400,84541740,84686072,84315764,84612804,84548452,84628472
1575088007000000000,84642084,84655480,84659332,84623868,84629936,84613868,84249472,84475732,84601212,84709400,84541740,84686072,84315764,84613356,84548764,84628472
1575088008000000000,84642084,84655480,84654956,84624088,84629936,84613868,84246728,84475732,84601336,84709400,84541740,84686072,84315796,84613356,84548788,84628456
1575088009000000000,84642268,84655480,84654956,84624040,84629936,84613868,84246696,84475732,84601336,84709400,84541740,84686072,84315796,84613356,84548788,84628456
1575088010000000000,84642552,84655636,84654956,84624040,84629936,84613904,84246772,84475732,84601336,84709400,84541740,84686072,84315828,84613292,84548756,84628456
1575088011000000000,84642520,84655636,84654956,84624040,84629936,84614276,84246796,84475732,84601336,84709400,84541740,84686072,84315860,84613292,84548632,84628488
1575088012000000000,84642552,84655636,84654956,84624136,84629936,84614468,84246828,84475732,84601336,84709400,84541740,84686100,84316508,84613292,84548740,84628552
1575088013000000000,84642552,84655668,84654956,84624136,84629936,84614468,84246828,84475732,84601336,84709772,84541740,84686100,84317948,84608500,84548888,84628552
1575088014000000000,84642616,84655668,84654956,84624184,84629936,84614500,84246952,84475732,84601336,84709780,84541740,84686132,84317948,84608748,84548888,84628552
1575088015000000000,84642616,84655668,84654956,84624184,84629936,84614500,84247032,84475732,84601440,84710780,84541740,84686132,84317948,84609060,84548888,84628592
1575088016000000000,84642544,84655668,84655460,84624288,84629936,84614500,84247544,84475732,84601448,84711584,84541740,84686180,84317948,84609060,84548984,84628592
1575088017000000000,84642948,84655668,84655460,84624288,84629936,84614500,84247612,84475732,84602324,84711584,84541740,84686180,84317948,84609060,84548984,84628592
1575088018000000000,84643072,84655668,84655460,84624288,84629936,84614500,84247564,84475732,84602356,84711708,84541740,84686180,84317908,84609060,84548984,84628592
1575088019000000000,84643072,84655668,84655460,84624240,84630060,84614500,84247524,84475732,84602356,84711748,84541740,84686180,84317908,84609060,84548984,84628640
1575088020000000000,84643072,84655668,84655460,84624116,84630060,84614500,84247556,84475508,84602480,84711748,84541740,84686180,84317908,84609060,84548960,84628640
1575088021000000000,84643072,84655668,84655460,84624116,84630060,84614500,84247556,84475508,84602480,84711748,84541740,84686320,84317908,84609060,84549236,84628640
1575088022000000000,84643104,84655700,84657720,84624116,84630060,84614500,84247524,84475508,84602480,84711748,84541740,84686352,84317908,84609092,84549360,84628704
1575088023000000000,84643104,84655748,84658968,84624116,84630492,84614500,84247604,84475508,84602512,84711748,84541924,84686352,84317908,84609092,84549392,84628792
1575088024000000000,84643128,84655748,84658968,84624276,84630692,84614592,84247604,84475508,84602512,84711748,84543268,84686352,84317908,84609380,84549392,84628792
1575088025000000000,84643176,84655748,84658968,84624276,84631444,84614592,84247604,84472588,84602512,84711748,84543268,84686352,84317908,84609916,84549268,84628792
1575088026000000000,84639056,84652024,84659016,84624448,84631444,84614600,84247612,84472588,84598616,84711748,84543268,84682444,84317908,84609948,84549340,84628792
1575088027000000000,84641720,84652536,84659016,84624448,84631532,84614600,84247660,84472868,84599376,84711748,84543268,84683716,84317908,84609948,84549340,84629004
1575088028000000000,84641720,84652536,84659016,84624496,84631532,84614600,84247612,84472868,84599376,84711748,84543268,84683748,84317924,84612528,84549308,84629004
1575088029000000000,84641720,84654968,84659016,84624448,84631532,84614600,84247676,84472740,84599376,84711748,84543268,84683756,84317924,84612652,84549340,84629004
1575088030000000000,84641720,84655092,84659016,84624448,84631532,84614648,84247700,84472960,84599376,84711748,84543268,84683756,84317924,84613364,84549564,84629036
1575088031000000000,84641780,84655164,84659016,84624448,84631596,84614648,84247824,84472968,84599888,84711748,84543268,84683788,84317924,84613364,84549532,84629052
1575088032000000000,84641780,84655164,84659016,84624548,84631644,84614616,84247856,84472948,84599888,84711748,84543268,84683792,84317924,84613364,84549548,84629364
1575088033000000000,84641952,84655164,84659016,84624596,84631644,84614616,84247824,84472948,84599888,84711748,84543520,84683924,84317924,84613364,84549548,84629364
1575088034000000000,84642120,84655204,84659016,84624660,84631572,84614740,84247824,84473204,84599888,84711748,84543492,84683956,84317924,84613700,84549736,84629364
1575088035000000000,84642104,84655328,84659016,84624816,84631572,84614740,84247980,84473204,84599888,84711748,84543492,84684080,84317924,84613700,84549824,84629364
1575088036000000000,84642104,84655312,84659016,84624832,84632116,84614740,84247996,84473208,84599920,84711748,84543492,84684228,84317924,84613772,84549840,84629388
1575088037000000000,84642152,84655824,84659016,84624872,84632116,84614740,84247964,84473712,84599920,84711748,84543492,84684212,84317924,84613772,84549824,84629388
1575088038000000000,84642152,84655824,84659016,84624996,84632116,84614648,84247924,84473836,84599920,84711748,84543492,84684212,84318220,84613896,84549840,84629388
1575088039000000000,84642184,84655824,84659016,84624932,84632116,84614648,84247876,84474464,84599920,84711748,84543492,84684724,84318592,84614000,84549808,84629388
1575088040000000000,84642184,84655824,84659016,84624932,84632116,84614648,84248000,84474604,84599920,84711748,84543492,84684804,84318592,84614000,84549840,84629568
1575088041000000000,84642184,84655824,84659016,84624932,84632116,84614648,84248000,84474984,84602392,84712144,84540128,84684836,84318624,84614000,84549840,84629544
1575088042000000000,84642216,84652632,84659016,84624988,84632116,84614648,84245852,84474984,84597420,84712436,84540596,84681920,84313692,84613968,84549840,84627492
1575088043000000000,84642216,84652664,84659016,84624988,84632416,84614648,84245900,84475108,84597420,84713064,84540700,84683392,84313692,84613968,84549888,84629776
1575088044000000000,84642216,84652664,84659016,84624988,84632448,84614648,84246032,84475108,84597420,84713424,84541140,84684272,84312116,84614000,84549888,84627104
1575088045000000000,84642264,84652664,84659016,84624988,84632448,84614648,84246040,84475236,84597420,84713580,84541428,84686400,84311612,84614000,84549888,84628864
1575088046000000000,84642264,84652664,84659016,84625160,84632324,84614648,84246164,84475196,84597420,84713704,84541384,84686400,84311612,84614000,84549920,84628864
1575088047000000000,84642264,84652680,84659016,84625192,84632324,84614648,84246180,84475196,84597928,84713704,84542060,84686540,84311612,84614000,84550008,84628748
1575088048000000000,84642264,84652680,84659016,84625192,84632324,84614648,84246132,84475460,84600972,84713704,84542216,84686612,84311612,84614000,84550008,84628824
1575088049000000000,84642264,84653708,84659016,84625144,84632324,84614648,84246068,84475584,84600972,84713704,84542216,84686612,84311612,84614000,84550008,84628824
1575088050000000000,84642264,84653708,84659016,84625144,84632356,84614648,84246784,84475584,84600848,84713828,84542248,84686612,84312116,84614000,84549976,84628840
1575088051000000000,84642296,84654240,84659016,84625144,84632356,84614632,84246784,84475584,84600848,84713828,84542248,84686612,84312116,84614108,84549976,84628840
1575088052000000000,84642328,84654240,84659016,84625144,84632404,84614788,84246784,84475916,84600848,84713828,84542372,84687140,84312116,84614140,84549992,84628840
1575088053000000000,84642328,84654240,84659016,84625144,84632404,84614788,84246752,84475916,84600848,84713828,84542372,84687140,84312116,84614140,84550008,84629612
1575088054000000000,84642328,84654240,84657472,84625240,84632404,84614788,84246752,84476028,84600848,84713828,84542372,84687140,84312116,84614140,84550040,84629612
1575088055000000000,84642328,84654240,84657472,84618256,84632404,84614788,84246996,84476028,84600848,84713828,84542372,84687140,84312116,84614172,84550040,84629612
1575088056000000000,84642328,84654240,84657472,84621624,84632404,84614788,84246996,84476028,84600848,84713828,84542248,84687140,84312116,84614172,84550060,84629644
1575088057000000000,84642408,84654240,84657472,84621624,84632404,84614820,84246996,84476028,84600848,84713828,84542272,84687424,84312116,84614172,84550060,84629644
1575088058000000000,84642408,84654240,84657472,84621648,84632404,84614820,84246948,84476028,84600848,84713828,84542272,84687300,84312116,84614284,84550028,84629892
1575088059000000000,84642408,84655836,84657472,84621484,84632404,84614820,84247144,84476028,84600848,84713828,84542272,84687300,84312116,84614464,84550076,84629892
1575088060000000000,84643200,84655960,84657472,84621492,84632404,84614888,84247144,84476028,84600848,84713828,84542272,84687332,84312116,84614464,84550076,84629892
1575088061000000000,84643400,84656000,84657472,84621524,84632436,84614880,84247152,84476028,84600848,84713828,84542412,84687652,84312116,84614464,84550300,84629924
1575088062000000000,84643576,84656008,84657472,84621532,84632436,84614880,84247184,84476028,84600848,84713828,84542412,84687652,84312116,84614540,84550316,84630120
1575088063000000000,90487948,90494816,90495124,90462348,90425464,90323236,90043224,90339472,90444284,90553728,90379584,90524936,90147924,90460756,90393904,90484304
1575088064000000000,88617824,88630180,88635744,88601416,88612412,88590000,88232096,88454336,88583860,88691220,88518332,88663232,88292360,88599468,88534256,88609116
1575088065000000000,88111880,88121424,88138976,88099104,88123088,87937176,87567744,87803108,87952488,88163720,88013348,88179376,87784664,88078584,88079528,87935504
1575088066000000000,86325652,86343236,86352128,86314000,86501416,86151692,85777656,86175232,86265524,86367328,86390932,86393272,86150092,86450948,86453920,86139244
1575088067000000000,85108820,85121968,85127932,85090984,85104216,85084128,84722220,84946884,85071976,85180832,85012832,85153640,84782332,85093524,85022172,85100628
1575088068000000000,84640584,84652256,84660672,84625440,84636104,84617084,84259172,84479532,84610200,84715684,84547404,84691320,84313716,84626856,84558252,84635056
1575088069000000000,84640832,84652256,84660672,84625472,84636104,84617084,84259140,84479532,84610216,84715528,84547388,84691328,84313872,84626856,84558276,84635056
1575088070000000000,84640832,84652256,84661184,84626328,84636104,84617084,84259140,84479532,84610216,84715528,84547388,84692016,84313996,84626856,84558924,84635304
1575088071000000000,84640832,84652768,84661184,84626840,84636104,84617772,84259764,84480044,84610220,84715668,84547388,84692388,84314516,84627368,84559176,84636488
1575088072000000000,84640832,84652768,84661184,84627044,84636616,84618176,84260152,84480044,84610588,84716180,84547900,84692436,84314516,84627368,84559176,84636456
1575088073000000000,84641516,84652768,84661184,84626504,84636616,84618796,84260152,84480044,84610712,84716196,84547900,84692468,84314516,84627428,84559176,84636488
1575088074000000000,84641516,84652768,84660784,84626536,84635272,84618920,84260152,84480044,84610712,84716196,84548180,84693008,84314516,84627428,84559432,84636612
1575088075000000000,84641516,84653276,84662604,84626536,84635272,84618920,84260580,84480548,84610712,84716196,84548824,84693008,84315024,84627428,84559512,84637008
1575088076000000000,84641516,84653276,84662604,84626936,84637344,84619580,84260580,84480548,84611576,84716196,84549948,84693008,84315024,84627428,84559512,84637040
1575088077000000000,84641952,84653276,84663076,84626904,84637716,84619580,84260580,84480548,84611576,84716196,84549948,84692960,84315024,84627428,84559512,84637040
1575088078000000000,84642016,84652324,84660936,84626536,84638108,84617844,84257244,84479308,84609576,84713312,84547900,84692464,84314072,84623332,84558892,84633256
