Time,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15
1575128470000000000,90469600,90484256,90483440,90452152,90455236,90455288,90098996,90319500,90439748,90525844,90359428,90506212,90139524,90425748,90364064,90467140
1575128471000000000,89069428,89069072,89048032,89022632,89443832,89642920,89372212,89382424,89259212,89184496,89197184,89386912,88835980,89099708,89347172,89455560
1575128472000000000,87120120,87137760,87137824,87107576,87107332,87073276,86698788,86949316,87087076,87182888,87019432,87161580,86794696,87084452,87021176,87085556
1575128473000000000,86420776,86436556,86437156,86411292,86460400,86220912,86092784,86070716,86427740,86249272,86317420,86256388,85868088,86390256,86372952,86467528
1575128474000000000,84712764,84763836,84745448,84786264,84840216,84585020,84463900,84275804,84784792,84618296,84683156,84627892,84233948,84683420,84701228,84842692
1575128475000000000,82922132,82972212,83115712,83150612,83218172,82812532,82833048,82641168,82983368,82983660,82988976,83001564,82595652,82894764,82912800,83217896
1575128476000000000,80890964,80904828,80908536,80875768,80954268,80842548,80650284,80720980,80856300,80951860,80788776,80930904,80565748,80854004,80793276,81003024
1575128477000000000,80779076,80797468,80802168,80764680,80767964,80733388,80359548,80615356,80750384,80846700,80680500,80819636,80458928,80748256,80681140,80745792
1575128478000000000,80381144,80395136,80397168,80367768,80365320,80326732,79957940,80210956,80344116,80439280,80275996,80424524,80051560,80345860,80279112,80345592
1575128479000000000,80000560,80013804,80018196,79981592,79985416,79951540,79582124,79830368,79965452,80061240,79893604,80045428,79672500,79965800,79905604,79968476
1575128480000000000,80000560,80013804,80018196,79981752,79985416,79951540,79582156,79830368,79965452,80061240,79893604,80045428,79672500,79965800,79905844,79968636
1575128481000000000,80001064,80008824,80018820,79981960,79972720,79951540,79582428,79830368,79965452,80061240,79893604,80045436,79672624,79965800,79893684,79969008
1575128482000000000,80001064,80009584,80019228,79982324,79975604,79951540,79582672,79830368,79965452,80061240,79893604,80046364,79672624,79965800,79900724,79969152
1575128483000000000,80001064,80010204,80020912,79982324,79976784,79951540,79583088,79830368,79965452,80061240,79893604,80046364,79672688,79966312,79901056,79969152
1575128484000000000,80001064,80010460,80021216,79982572,79977804,79951540,79583088,79830368,79965452,80061240,79894116,80046364,79672924,79966312,79900956,79969152
1575128485000000000,80001568,80010608,80021488,79982572,79977924,79952044,79583088,79830872,79965452,80061240,79894116,80046508,79672924,79966312,79901152,79969216
1575128486000000000,80001568,80010608,80021620,79982980,79980016,79952044,79583088,79833540,79965956,80061240,79894116,80046932,79672924,79966312,79901156,79969216
1575128487000000000,80001568,80011180,80021620,79982980,79980092,79952044,79583096,79834272,79965956,80061240,79894116,80047016,79672924,79966816,79901660,79969216
1575128488000000000,80001568,80012796,80021620,79983228,79980784,79952044,79583048,79834832,79965956,80061744,79894116,80047016,79673124,79967132,79901788,79969216
1575128489000000000,80001568,80013128,80021620,79983180,79980784,79952044,79583016,79834836,79965956,80061744,79894116,80047016,79673124,79968488,79901884,79969264
1575128490000000000,80001568,80014332,80021620,79983180,79981296,79952044,79583048,79835016,79965956,80061744,79894116,80047140,79673212,79968644,79901884,79969264
