0,26.414999
1,26.414999
2,128.494995
3,128.494995
4,222.080002
5,273.815002
6,273.815002
7,391.350006
8,391.350006
9,391.350006
10,524.660034
11,524.660034
12,524.660034
13,638.474976
14,638.474976
15,699.114990
16,699.114990
17,818.150024
18,818.150024
19,818.150024
20,895.760010
21,895.760010
22,895.760010
23,982.075012
24,982.075012
25,1083.735107
26,1083.735107
27,1083.735107
28,1083.735107
29,1144.829956
30,1208.449951
31,1208.449951
32,1208.449951
33,1208.449951
34,1208.449951
35,1309.890015
36,1309.890015
37,1309.890015
38,1309.890015
39,1309.890015
40,1411.455078
41,1411.455078
42,1411.455078
43,1411.455078
44,1411.455078
45,1411.455078
46,1411.455078
47,1411.455078
48,1411.455078
49,1411.455078
50,1452.989990
51,1452.989990
52,1452.989990
53,1452.989990
54,1452.989990
55,1452.989990
56,1452.989990
57,1452.989990
58,1452.989990
59,1452.989990
60,1452.989990
61,1452.989990
62,1452.989990
63,1452.989990
64,1452.989990
65,1452.989990
66,1452.989990
67,1452.989990
68,1452.989990
69,1452.989990
70,1352.340088
71,1352.340088
72,1352.340088
73,1352.340088
74,1352.340088
75,1182.435059
76,1182.435059
77,1182.435059
78,1182.435059
79,1093.280029
80,1048.135010
81,1048.135010
82,1048.135010
83,1048.135010
84,980.229980
85,887.334961
86,887.334961
87,887.334961
88,887.334961
89,812.679993
90,714.010010
91,714.010010
92,714.010010
93,640.075012
94,640.075012
95,550.059998
96,550.059998
97,550.059998
98,438.375000
99,438.375000
100,1272.235107
101,1272.235107
102,1272.235107
103,1272.235107
104,1272.235107
