2129,2348,864256,0,0
2143,2354,868352,0,0
2149,2355,868352,0,0
2154,2355,868352,0,0
2159,2356,868352,0,0
2164,2356,868352,0,0
2168,2357,868352,0,0
2173,2357,868352,0,0
2178,2357,868352,0,0
2182,2358,868352,0,0
2187,2358,868352,0,0
2192,2359,868352,0,0
2196,2359,868352,0,0
2201,2359,868352,0,0
2206,2360,868352,0,0
2210,2360,868352,0,0
2215,2361,868352,0,0
2220,2361,868352,0,0
2224,2361,868352,0,0
2229,2362,868352,0,0
2234,2362,868352,0,0
2238,2363,868352,0,0
2243,2363,868352,0,0
2248,2363,868352,0,0
2253,2364,868352,0,0
2257,2364,868352,0,0
2262,2365,868352,0,0
2267,2365,868352,0,0
2272,2365,868352,0,0
2276,2366,868352,0,0
2281,2366,868352,0,0
2286,2367,868352,0,0
2290,2367,868352,0,0
2295,2367,868352,0,0
2300,2368,868352,0,0
2305,2368,868352,0,0
2309,2368,868352,0,0
2314,2369,868352,0,0
2319,2369,868352,0,0
2323,2370,868352,0,0
2328,2370,868352,0,0
2333,2370,868352,0,0
2337,2371,868352,0,0
2342,2371,868352,0,0
2347,2372,868352,0,0
2352,2372,868352,0,0
2356,2372,868352,0,0
2361,2373,868352,0,0
2366,2373,868352,0,0
2370,2374,868352,0,0
2375,2374,868352,0,0
2380,2374,868352,0,0
2699,2375,868352,0,0
2705,2380,872448,0,0
2714,2382,876544,0,0
2718,2382,876544,0,0
2723,2383,876544,0,0
2728,2383,876544,0,0
2732,2383,876544,0,0
2737,2384,876544,0,0
2741,2384,876544,0,0
2746,2385,876544,0,0
2751,2385,876544,0,0
2755,2385,876544,0,0
2760,2386,876544,0,0
2766,2438,876544,0,0
2770,2439,876544,0,0
2775,2439,876544,0,0
2780,2439,876544,0,0
2784,2440,876544,0,0
2789,2440,876544,0,0
2794,2441,876544,0,0
2798,2441,876544,0,0
2803,2441,876544,0,0
2808,2442,876544,0,0
2812,2442,876544,0,0
2817,2443,876544,0,0
2822,2443,876544,0,0
2826,2443,876544,0,0
2831,2444,876544,0,0
2836,2521,876544,0,0
2840,2522,876544,0,0
2845,2522,876544,0,0
2850,2522,876544,0,0
2854,2523,876544,0,0
