1694,2653,831488,0,0
1717,2684,839680,0,0
1727,2693,839680,0,0
1739,2694,843776,0,0
1747,2705,843776,0,0
1756,2710,851968,0,0
1765,2717,856064,0,0
1772,2718,856064,0,0
1779,2718,856064,0,0
1786,2719,856064,0,0
1791,2719,856064,0,0
1795,2720,856064,0,0
1800,2720,856064,0,0
1805,2721,856064,0,0
1810,2721,856064,0,0
1814,2721,856064,0,0
1819,2722,856064,0,0
1824,2722,856064,0,0
1901,2722,856064,0,0
1906,2726,860160,0,0
1915,2729,864256,0,0
1921,2732,868352,0,0
1926,2732,868352,0,0
1930,2733,868352,0,0
1935,2733,868352,0,0
1959,2738,872448,0,0
1965,2738,872448,0,0
1971,2746,876544,0,0
1978,2749,876544,0,0
1982,2755,880640,0,0
1988,2757,884736,0,0
1993,2758,884736,0,0
1997,2758,884736,0,0
2002,2758,884736,0,0
2007,2759,884736,0,0
2037,2759,884736,0,0
2042,2764,888832,0,0
2047,2764,888832,0,0
2051,2765,888832,0,0
2066,2769,888832,0,0
2073,2772,888832,0,0
2080,2773,888832,0,0
2087,2774,888832,0,0
2093,2774,888832,0,0
2101,2775,888832,0,0
2107,2776,888832,0,0
2115,2776,888832,0,0
2122,2777,888832,0,0
2129,2777,888832,0,0
2136,2778,888832,0,0
2143,2779,888832,0,0
2150,2779,888832,0,0
2157,2780,888832,0,0
2164,2781,888832,0,0
2171,2781,888832,0,0
2178,2782,888832,0,0
2184,2782,888832,0,0
2191,2783,888832,0,0
2198,2784,888832,0,0
2205,2784,888832,0,0
2212,2785,888832,0,0
2219,2786,888832,0,0
2226,2786,888832,0,0
2233,2787,888832,0,0
2241,2788,888832,0,0
2248,2788,888832,0,0
2255,2789,888832,0,0
2262,2789,888832,0,0
2269,2790,888832,0,0
2276,2790,888832,0,0
2284,2791,888832,0,0
2291,2792,888832,0,0
2299,2793,888832,0,0
2607,2793,888832,0,0
2616,2797,888832,0,0
2626,2805,888832,0,0
2634,2806,888832,0,0
2641,2806,888832,0,0
2648,2807,888832,0,0
2656,2807,888832,0,0
2663,2808,888832,0,0
2670,2809,888832,0,0
2678,2809,888832,0,0
2685,2810,888832,0,0
2692,2810,888832,0,0
2700,2811,888832,0,0
2707,2812,888832,0,0
2715,2812,888832,0,0
2722,2813,888832,0,0
2730,2928,888832,0,0
2739,2928,888832,0,0
2746,2929,888832,0,0
2753,2930,888832,0,0
2760,2930,888832,0,0
2766,2931,888832,0,0
2773,2932,888832,0,0
2781,2934,888832,0,0
2787,2934,888832,0,0
2794,2935,888832,0,0
2802,2936,888832,0,0
2809,2936,888832,0,0
2817,2937,888832,0,0
2825,3036,888832,0,0
