1285,1589,815104,0,0
1311,1613,823296,0,0
1320,1614,823296,0,0
1328,1615,823296,0,0
1336,1616,823296,0,0
1344,1617,823296,0,0
1352,1617,823296,0,0
1409,1620,827392,0,0
1416,1620,827392,0,0
1440,1625,831488,0,0
1447,1628,835584,0,0
1455,1629,835584,0,0
1463,1629,835584,0,0
1471,1630,835584,0,0
1479,1631,835584,0,0
1487,1631,835584,0,0
1495,1632,835584,0,0
1503,1633,835584,0,0
1511,1633,835584,0,0
1519,1634,835584,0,0
1527,1635,835584,0,0
1535,1635,835584,0,0
1543,1636,835584,0,0
1551,1637,835584,0,0
1559,1638,835584,0,0
1567,1638,835584,0,0
1574,1639,835584,0,0
1583,1640,835584,0,0
1590,1640,835584,0,0
1598,1641,835584,0,0
1606,1642,835584,0,0
1614,1642,835584,0,0
1622,1643,835584,0,0
1630,1644,835584,0,0
1638,1644,835584,0,0
1646,1645,835584,0,0
1654,1646,835584,0,0
1662,1647,835584,0,0
1670,1647,835584,0,0
1678,1648,835584,0,0
1686,1649,835584,0,0
1694,1649,835584,0,0
1702,1650,835584,0,0
1710,1651,835584,0,0
1718,1651,835584,0,0
1726,1652,835584,0,0
1734,1653,835584,0,0
1742,1653,835584,0,0
1750,1654,835584,0,0
1758,1655,835584,0,0
1766,1656,835584,0,0
1773,1656,835584,0,0
1782,1657,835584,0,0
1789,1658,835584,0,0
1797,1658,835584,0,0
1805,1659,835584,0,0
1813,1660,835584,0,0
1821,1660,835584,0,0
1829,1661,835584,0,0
2268,1662,835584,0,0
2278,1664,835584,0,0
2288,1671,835584,0,0
2295,1672,835584,0,0
2303,1672,835584,0,0
2310,1673,835584,0,0
2317,1674,835584,0,0
2325,1674,835584,0,0
2332,1675,835584,0,0
2339,1676,835584,0,0
2346,1676,835584,0,0
2354,1745,835584,0,0
2361,1746,835584,0,0
2368,1746,835584,0,0
2375,1747,835584,0,0
2381,1748,835584,0,0
2388,1748,835584,0,0
2395,1749,835584,0,0
2402,1749,835584,0,0
2409,1750,835584,0,0
2416,1751,835584,0,0
2423,1751,835584,0,0
2430,1752,835584,0,0
2437,1753,835584,0,0
