0,0.87146
1,54.7407
2,101.742
3,153.374
4,221.137
0,247.55
1,303.076
2,355.664
3,397.312
4,420.019
0,486.941
1,542.052
2,570.363
3,602.878
4,670.598
0,671.551
1,726.698
2,779.934
3,795.251
0,856.43
1,848.822
2,906.289
3,942.826
0,965.27
1,998.891
2,1040.58
3,1044.34
0,1092.07
1,1122.91
2,1150.78
3,1167.7
4,1165.66
0,1226.92
1,1252.08
2,1231.29
3,1267.58
0,1273.88
1,1336.28
2,1324.75
3,1352.29
0,1363.96
1,1362.78
2,1387.01
3,1411.13
4,1409.65
0,1445.23
1,1456.72
2,1445.55
3,1437.7
4,1459.2
0,1446.8
1,1484.05
2,1475.35
3,1483.68
0,1464.34
1,1505.52
2,1495.6
3,1474.6
4,1482.52
0,1487.03
1,1477.8
2,1492.62
3,1455.49
0,1473.47
1,1439.48
2,1448.55
3,1455.65
4,1415.78
0,1408.12
1,1403.44
2,1371.81
3,1367.21
0,1348.72
1,1354.3
2,1332.97
3,1306.74
4,1297.62
0,1265.36
1,1240.76
2,1235.5
3,1220.56
4,1166.95
0,1177.92
1,1147.1
2,1093.34
3,1088.68
0,1078.87
1,1018.31
2,1001.6
3,984.228
4,921.682
0,904.002
1,885.823
2,855.28
3,810.371
4,749.096
0,727.479
1,679.481
2,640.541
3,639.664
0,588.801
1,519.04
2,511.347
3,452.714
