0,18.76
1,65.35
2,111.94
3,158.53
4,205.12
5,251.71
6,298.3
7,344.89
8,391.48
9,438.07
10,484.66
11,531.25
12,577.84
13,624.43
14,671.02
0,684.52
1,725.71
2,766.9
3,808.09
4,849.28
0,863.925
1,896.225
2,928.525
3,960.825
4,993.125
5,1025.42
6,1057.72
7,1090.03
8,1122.32
9,1154.62
10,1186.92
0,1174.06
1,1217.68
2,1261.3
0,1241.53
1,1266.95
2,1292.36
3,1317.79
4,1343.21
0,1369.18
1,1369.18
2,1369.18
3,1369.18
0,1427.11
1,1427.11
2,1427.11
0,1452.5
1,1455.96
2,1459.42
3,1462.88
4,1466.34
5,1469.8
6,1473.27
7,1476.73
8,1480.19
9,1483.65
10,1487.11
11,1490.57
0,1474.07
1,1474.07
2,1474.07
3,1474.07
4,1474.07
5,1474.07
0,1458.93
1,1447.58
2,1436.24
3,1424.89
4,1413.55
5,1402.2
6,1390.86
7,1379.51
8,1368.17
9,1356.82
10,1345.48
0,1306.55
0,1304.28
0,1266.07
0,1228.81
1,1228.81
2,1228.81
0,1162.49
1,1162.49
2,1162.49
0,1086.58
1,1086.58
2,1086.58
0,997.25
1,997.25
2,997.25
0,905.46
1,905.46
2,905.46
0,845.635
1,793.975
2,742.315
0,729.745
1,686.265
2,642.785
0,634.895
1,574.595
2,514.295
0,511.32
0,452.67
0,424.08
