Time,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15
1575120824000000000,90477808,90491296,90498224,90453956,90474140,90471308,90106192,90346632,90451640,90557212,90377684,90522392,90145976,90454268,90394292,90479676
1575120825000000000,90476984,90491016,90497384,90453128,90473472,90470592,90030180,90345900,90445424,90555116,90376892,90521452,90072392,90453120,90393908,90479092
1575120826000000000,90253416,90306836,90316676,90271280,90277000,90253136,89904424,90119624,90223604,90336664,90167796,90339580,89904404,90252032,90184204,90276440
1575120827000000000,90253416,90302744,90316676,90262828,90274024,90243568,89886512,90119624,90210284,90336664,90167796,90324932,89904524,90252032,90183708,90260756
1575120828000000000,90253416,90302744,90316676,90257820,90274024,90243568,89886716,90119624,90210492,90336664,90167268,90324196,89905120,90252032,90183708,90260736
1575120829000000000,90253416,90302868,90316676,90258376,90274148,90243568,89887116,90119624,90210792,90336664,90167268,90324668,89905452,90252032,90183816,90261240
1575120830000000000,90253416,90302868,90316148,90258748,90274148,90243568,89887568,90119624,90211248,90336136,90167268,90324700,89905700,90252032,90183816,90261248
1575120831000000000,90253416,90303504,90316148,90258716,90274148,90243584,89887568,90119624,90211188,90336136,90167268,90325204,89905952,90252032,90183848,90261264
1575120832000000000,90253928,90303504,90316148,90259108,90274148,90243552,89887536,90119096,90211696,90336260,90167268,90325236,89906076,90252136,90183848,90261280
1575120833000000000,90254432,90295928,90316148,90259172,90274148,90243676,89888280,90119096,90211820,90336260,90167268,90325536,89906580,90252136,90184272,90261312
1575120834000000000,90254432,90296076,90316148,90259188,90274148,90243676,89888404,90119096,90211944,90335640,90167268,90325536,89907476,90240632,90184224,90261280
1575120835000000000,90254432,90297252,90316148,90259204,90274148,90243676,89888404,90119096,90211944,90335640,90167268,90325536,89907484,90241264,90184224,90261720
1575120836000000000,90254432,90297252,90316148,90259460,90274148,90243676,89888404,90119096,90212960,90319984,90167276,90325720,89907772,90241664,90184240,90261816
1575120837000000000,90254432,90297376,90316652,90259996,90274148,90243676,89888468,90119096,90212960,90320048,90167276,90325672,89908588,90241812,90184380,90261816
