Time,node0,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15
1575099540000000000,90474288,90486992,90499472,90457448,90476708,90469620,90109508,90348624,90455540,90563752,90386916,90523184,90136836,90456488,90398932,90483824
1575099541000000000,90474288,90487504,90499472,90457472,90476708,90469620,90109508,90348624,90455540,90563752,90386916,90523224,90136836,90456488,90399072,90483824
1575099542000000000,90279832,90267608,90314812,90275280,90295304,90243076,89879476,90164276,90227492,90365516,90168772,90313964,89918192,90238040,90169780,90300944
1575099543000000000,90265580,90267608,90312608,90266228,90291516,90243076,89872532,90164300,90222744,90365516,90168772,90302804,89907260,90225028,90169756,90283576
1575099544000000000,90266576,90254704,90312608,90257168,90291516,90242548,89867548,90164300,90219816,90364988,90168152,90300928,89907260,90225028,90169724,90283872
1575099545000000000,90267044,90255812,90312608,90257208,90291516,90242548,89867680,90164300,90219832,90353464,90168152,90301120,89907260,90225028,90169908,90284128
1575099546000000000,90267260,90256676,90312608,90257184,90291516,90242548,89867680,90164300,90219724,90353496,90168152,90301408,89907344,90225028,90169908,90284160
1575099547000000000,90267268,90256768,90312608,90257184,90291516,90228408,89867680,90164300,90219764,90353652,90168152,90301920,89907848,90225532,90170132,90284284
1575099548000000000,90267300,90256768,90312608,90257184,90291516,90228500,89868088,90164300,90219764,90353660,90168152,90302084,89907944,90225532,90170008,90284284
1575099549000000000,90268148,90256768,90312608,90257216,90291516,90228656,89868080,90164300,90219764,90353692,90168152,90302164,89907944,90225532,90170040,90284284
1575099550000000000,90268288,90256800,90312608,90257392,90291516,90228780,89868084,90164300,90220276,90353692,90168152,90302164,89907944,90225580,90170040,90284792
1575099551000000000,90268288,90257280,90313112,90257392,90291516,90228780,89868116,90164300,90220276,90353692,90168152,90302672,89908448,90225580,90170088,90284912
1575099552000000000,90268288,90257464,90313112,90257392,90291360,90228984,89868196,90164300,90220276,90353692,90168152,90302752,89908448,90225628,90170056,90284912
1575099553000000000,90268384,90257464,90301456,90258400,90291408,90228984,89868196,90164300,90220276,90353692,90168152,90302940,89908448,90224872,90170056,90284912
1575099554000000000,90268392,90257540,90301816,90258400,90291920,90228984,89868196,90164300,90220780,90353692,90168152,90302940,89908448,90225008,90170040,90284944
1575099555000000000,90268424,90257540,90302464,90258824,90278992,90228984,89868172,90164300,90212304,90353660,90168152,90302932,89908448,90225616,90170148,90285076
1575099556000000000,90268424,90257540,90302464,90258864,90279240,90228984,89868164,90164300,90212540,90353692,90153224,90303072,89901544,90225632,90170164,90285060
1575099557000000000,90268596,90257524,90302616,90258864,90279588,90228984,89868164,90164300,90212684,90353692,90153716,90302984,89901860,90225632,90170132,90285052
1575099558000000000,90268604,90257524,90298964,90258864,90279656,90228984,89868272,90164300,90212932,90353692,90154140,90302992,89902496,90225616,90170100,90285044
1575099559000000000,90268604,90257524,90298964,90258832,90279656,90228984,89868272,90164300,90212948,90353692,90154140,90302992,89902136,90225616,90170148,90285216
1575099560000000000,90268604,90257524,90298964,90258832,90279656,90228984,89868272,90164300,90207920,90353660,90146032,90302992,89902136,90225616,90166644,90285200
1575099561000000000,90268604,90257524,90298964,90258864,90279656,90229632,89868272,90164300,90209888,90353692,90145868,90302992,89902136,90225616,90166576,90285200
1575099562000000000,90268604,90257524,90298044,90258864,90279656,90229880,89868240,90164300,90210044,90353692,90146116,90303072,89902136,90225804,90166820,90285200
1575099563000000000,90268604,90257648,90298068,90258864,90279656,90229880,89868596,90164300,90210144,90353692,90146372,90303136,89902136,90225804,90166940,90285200
1575099564000000000,90268604,90257648,90298068,90258944,90279656,90229880,89868644,90157908,90210268,90347408,90146288,90303308,89902136,90221624,90166956,90285200
1575099565000000000,90268684,90257648,90298324,90258944,90279656,90229880,89868644,90157908,90210392,90347376,90146288,90303308,89902136,90221640,90167076,90285200
1575099566000000000,90268684,90257648,90298376,90258912,90279908,90229880,89868644,90157908,90210516,90347884,90146920,90303396,89902136,90221640,90167616,90285192
1575099567000000000,90268716,90257648,90299064,90258944,90279908,90229880,89868692,90157908,90211184,90347884,90146920,90303348,89902136,90221640,90167632,90285224
1575099568000000000,90268716,90257648,90298760,90259136,90279908,90229880,89868892,90157908,90211304,90348396,90146920,90303348,89902136,90221664,90167640,90285256
1575099569000000000,90268716,90257648,90298884,90259104,90279908,90229880,89865448,90158420,90211304,90348396,90147300,90303348,89902136,90221664,90167640,90285256
1575099570000000000,90268716,90257648,90298964,90259136,90279908,90229880,89865496,90158420,90211304,90348396,90147812,90303348,89902136,90221664,90167640,90285256
1575099571000000000,90268716,90257648,90299328,90259136,90279908,90229880,89866560,90158420,90211304,90348396,90147796,90303348,89902136,90222680,90167784,90285444
1575099572000000000,90268716,90257648,90300480,90259184,90279908,90229880,89866640,90158924,90211304,90348904,90147796,90303460,89902136,90222696,90167784,90285552
1575099573000000000,90268716,90257648,90300480,90259692,90279908,90229880,89866640,90158924,90211304,90348904,90147780,90303460,89902808,90222696,90167752,90285552
1575099574000000000,90268716,90257648,90301332,90259692,90279908,90229880,89866656,90147124,90211304,90348904,90147780,90303492,89902836,90222696,90167736,90285552
1575099575000000000,90268748,90257648,90301372,90259708,90279908,90229880,89866624,90147204,90211480,90348904,90147560,90303864,89902836,90222696,90167744,90285552
1575099576000000000,90268780,90257648,90301372,90259772,90279908,90229344,89867184,90147204,90211568,90348904,90147592,90303864,89902836,90222696,90167744,90285576
1575099577000000000,90268828,90257648,90301372,90259804,90279908,90229344,89867184,90147204,90211568,90352276,90147592,90303792,89902836,90222696,90167744,90285560
1575099578000000000,90269120,90257648,90301372,90259772,90279908,90229344,89867168,90147204,90211568,90352400,90148396,90303792,89902836,90226284,90167744,90285592
1575099579000000000,90269152,90257648,90301372,90259804,90279908,90229344,89867284,90147236,90211568,90352620,90148396,90303956,89902836,90226284,90167792,90285640
1575099580000000000,90269352,90257648,90301372,90259804,90279908,90229344,89867284,90147236,90211568,90352744,90148396,90303956,89902836,90226292,90167824,90285640
1575099581000000000,90269320,90257648,90301372,90259804,90279908,90229344,89867200,90147204,90211568,90352960,90148620,90303956,89902836,90226292,90167824,90285640
1575099582000000000,90269320,90257648,90301372,90259804,90279908,90229344,89867200,90147204,90211568,90352992,90149056,90303948,89902836,90226356,90167824,90285640
1575099583000000000,90269416,90258156,90301372,90259836,90279908,90229344,89867168,90147204,90211568,90352992,90149088,90303948,89903340,90226356,90168064,90285720
1575099584000000000,90269448,90258156,90301372,90259836,90279908,90229344,89867216,90147204,90211568,90353124,90149088,90304036,89903340,90226356,90167992,90285720
1575099585000000000,90269496,90258156,90301372,90259944,90279400,90229344,89867516,90147204,90211568,90353188,90149120,90304020,89903340,90226356,90167960,90285828
1575099586000000000,90269464,90258156,90301372,90259928,90279912,90228556,89867656,90147204,90211568,90353188,90149120,90304036,89903340,90226356,90168008,90285820
1575099587000000000,90269464,90258156,90301372,90259912,90279912,90228556,89867640,90147236,90211568,90353188,90149120,90303972,89903340,90226356,90167976,90285788
1575099588000000000,90269464,90258156,90301372,90259912,90279912,90229300,89867560,90147236,90211568,90353188,90149120,90303860,89903340,90226356,90167852,90285756
1575099589000000000,90269464,90258156,90301372,90259952,90279912,90229272,89867560,90147268,90211568,90353188,90149120,90303844,89903340,90226356,90167852,90285756
1575099590000000000,90269464,90258156,90301372,90259952,90279912,90229396,89867560,90147268,90211568,90353220,90149112,90303844,89903340,90226356,90167852,90285756
1575099591000000000,90269464,90258156,90301372,90259952,90279912,90229396,89867592,90147268,90211568,90353220,90149096,90303844,89903340,90226356,90167844,90285804
1575099592000000000,90269464,90258592,90301692,90259952,90279912,90229428,89867640,90147268,90211568,90353220,90149096,90304016,89903340,90226356,90167844,90285836
1575099593000000000,90269464,90258856,90301692,90260140,90279912,90229428,89867764,90147268,90211568,90353188,90149096,90304016,89903340,90226356,90167892,90285836
1575099594000000000,90269464,90258980,90301692,90260140,90279912,90229428,89867764,90147268,90211568,90353188,90149096,90304016,89903340,90226356,90167844,90285884
1575099595000000000,90269464,90258980,90301692,90260100,90279912,90229552,89867764,90147268,90211568,90353180,90149096,90304016,89903340,90226356,90167936,90285884
1575099596000000000,90269464,90258980,90301692,90260076,90279912,90229016,89867764,90147268,90211568,90353180,90149096,90304048,89903340,90226356,90167968,90285884
1575099597000000000,90269464,90259012,90301816,90260084,90279912,90229428,89867780,90147268,90212316,90353212,90149096,90304000,89903340,90226356,90167968,90285916
1575099598000000000,90269464,90259012,90301816,90260116,90279912,90229584,89867700,90147268,90212316,90353212,90149096,90304000,89903340,90226356,90168008,90285916
1575099599000000000,90269464,90259012,90302320,90260116,90279912,90229584,89867700,90147268,90212316,90353212,90149096,90304000,89903340,90226356,90168056,90285964
1575099600000000000,90269464,90259012,90302320,90260116,90279912,90229584,89867700,90147268,90212316,90353204,90149096,90304000,89903340,90226356,90168064,90285908
